family,route,page_title,section_index,section_id,section_title,selected_option,asset_folder,asset_filename,asset_public_path,scene,alt,description
legal,/legal/terms/,Terms & Conditions,2,section-2-service-scope-definition,Service scope definition,a,assets/images/sections/legal/terms/section-02-service-scope-definition,terms-conditions-section-02-service-scope-definition-liberdade-district-paulo-southeast-brazil-bg-primary.webp,/assets/images/sections/legal/terms/section-02-service-scope-definition/terms-conditions-section-02-service-scope-definition-liberdade-district-paulo-southeast-brazil-bg-primary.webp,the Liberdade district in Sao Paulo,the Liberdade district in Sao Paulo.,Background image of the Liberdade district in Sao Paulo for Brazil immigration and relocation planning.
legal,/legal/terms/,Terms & Conditions,3,section-3-process-based-engagement-model,Process-based engagement model,a,assets/images/sections/legal/terms/section-03-process-based-engagement-model,terms-conditions-section-03-process-based-engagement-model-pampulha-architectural-belo-horizonte-brazil-bg-primary.webp,/assets/images/sections/legal/terms/section-03-process-based-engagement-model/terms-conditions-section-03-process-based-engagement-model-pampulha-architectural-belo-horizonte-brazil-bg-primary.webp,the Pampulha architectural complex in Belo Horizonte,the Pampulha architectural complex in Belo Horizonte.,Background image of the Pampulha architectural complex in Belo Horizonte for Brazil immigration and relocation planning.
legal,/legal/terms/,Terms & Conditions,4,section-4-client-obligations,Client obligations,a,assets/images/sections/legal/terms/section-04-client-obligations,terms-conditions-section-04-client-obligations-streets-monte-roraima-northern-brazil-bg-primary.webp,/assets/images/sections/legal/terms/section-04-client-obligations/terms-conditions-section-04-client-obligations-streets-monte-roraima-northern-brazil-bg-primary.webp,the architecture and streets of Monte Roraima in Brazil,the architecture and streets of Monte Roraima in Brazil.,Background image of the architecture and streets of Monte Roraima in Brazil for Brazil immigration and relocation planning.
legal,/legal/terms/,Terms & Conditions,5,section-5-no-guarantee-clause,No guarantee clause,a,assets/images/sections/legal/terms/section-05-no-guarantee-clause,terms-conditions-section-05-no-guarantee-clause-lencois-maranhenses-maranhao-sand-brazil-bg-primary.webp,/assets/images/sections/legal/terms/section-05-no-guarantee-clause/terms-conditions-section-05-no-guarantee-clause-lencois-maranhenses-maranhao-sand-brazil-bg-primary.webp,Lençois Maranhenses,Lençois Maranhenses.,Background image of Lençois Maranhenses for Brazil immigration and relocation planning.
legal,/legal/terms/,Terms & Conditions,6,section-6-limitation-of-liability,Limitation of liability,a,assets/images/sections/legal/terms/section-06-limitation-of-liability,terms-conditions-section-06-limitation-of-liability-coastline-water-buzios-peninsula-brazil-bg-primary.webp,/assets/images/sections/legal/terms/section-06-limitation-of-liability/terms-conditions-section-06-limitation-of-liability-coastline-water-buzios-peninsula-brazil-bg-primary.webp,the wide coastline and water of Buzios peninsula,the wide coastline and water of Buzios peninsula.,Background image of the wide coastline and water of Buzios peninsula for Brazil immigration and relocation planning.
legal,/legal/terms/,Terms & Conditions,7,section-7-relationship-with-legal-representation-and-governing-contract,Relationship with legal representation and governing contract,a,assets/images/sections/legal/terms/section-07-relationship-with-legal-representation-and-governing-contract,terms-conditions-section-07-relationship-with-legal-representation-and-governing-contract-vila-germanica-district-blumenau-brazil-bg-primary.webp,/assets/images/sections/legal/terms/section-07-relationship-with-legal-representation-and-governing-contract/terms-conditions-section-07-relationship-with-legal-representation-and-governing-contract-vila-germanica-district-blumenau-brazil-bg-primary.webp,the Vila Germanica district in Blumenau,the Vila Germanica district in Blumenau.,Background image of the Vila Germanica district in Blumenau for Brazil immigration and relocation planning.
legal,/legal/terms/,Terms & Conditions,8,section-8-use-of-platform,Use of platform,a,assets/images/sections/legal/terms/section-08-use-of-platform,terms-conditions-section-08-use-of-platform-forests-waters-aparados-serra-brazil-bg-primary.webp,/assets/images/sections/legal/terms/section-08-use-of-platform/terms-conditions-section-08-use-of-platform-forests-waters-aparados-serra-brazil-bg-primary.webp,the forests and waters of Aparados da Serra,the forests and waters of Aparados da Serra.,Background image of the forests and waters of Aparados da Serra for Brazil immigration and relocation planning.
legal,/legal/terms/,Terms & Conditions,9,section-9-intellectual-property-protection,Intellectual property protection,a,assets/images/sections/legal/terms/section-09-intellectual-property-protection,terms-conditions-section-09-intellectual-property-protection-valleys-serra-canastra-minas-brazil-bg-primary.webp,/assets/images/sections/legal/terms/section-09-intellectual-property-protection/terms-conditions-section-09-intellectual-property-protection-valleys-serra-canastra-minas-brazil-bg-primary.webp,the valleys and waterfalls of Serra da Canastra,the valleys and waterfalls of Serra da Canastra.,Background image of the valleys and waterfalls of Serra da Canastra for Brazil immigration and relocation planning.
legal,/legal/terms/,Terms & Conditions,10,section-10-jurisdiction-and-applicable-law,Jurisdiction and applicable law,a,assets/images/sections/legal/terms/section-10-jurisdiction-and-applicable-law,terms-conditions-section-10-jurisdiction-and-applicable-law-vineyards-vale-vinhedos-grande-brazil-bg-primary.webp,/assets/images/sections/legal/terms/section-10-jurisdiction-and-applicable-law/terms-conditions-section-10-jurisdiction-and-applicable-law-vineyards-vale-vinhedos-grande-brazil-bg-primary.webp,the vineyards of Vale dos Vinhedos,the vineyards of Vale dos Vinhedos.,Background image of the vineyards of Vale dos Vinhedos for Brazil immigration and relocation planning.
legal,/legal/terms/,Terms & Conditions,11,section-11-modifications,Modifications,a,assets/images/sections/legal/terms/section-11-modifications,terms-conditions-section-11-modifications-pirenopolis-goias-town-central-brazil-bg-primary.webp,/assets/images/sections/legal/terms/section-11-modifications/terms-conditions-section-11-modifications-pirenopolis-goias-town-central-brazil-bg-primary.webp,the historic center of Pirenopolis,the historic center of Pirenopolis.,Background image of the historic center of Pirenopolis for Brazil immigration and relocation planning.
process,/process/,Brazil Immigration Process Explained Step By Step,1,section-1-overview,Overview,a,assets/images/sections/process/section-01-overview,brazil-immigration-process-explained-step-by-step-section-01-overview-shoreline-estacao-docas-belem-brazil-bg-primary.webp,/assets/images/sections/process/section-01-overview/brazil-immigration-process-explained-step-by-step-section-01-overview-shoreline-estacao-docas-belem-brazil-bg-primary.webp,the shoreline of Estacao das Docas in Belem in warm evening light,the shoreline of Estacao das Docas in Belem in warm evening light.,Background image of the shoreline of Estacao das Docas in Belem in warm evening light for Brazil immigration and relocation planning.
process,/process/,Brazil Immigration Process Explained Step By Step,2,section-2-how-to-use-this-hub,How To Use This Hub,a,assets/images/sections/process/section-02-how-to-use-this-hub,brazil-immigration-process-explained-step-by-step-section-02-how-to-use-this-hub-sunrise-itaimbezinho-canyon-aparados-brazil-bg-primary.webp,/assets/images/sections/process/section-02-how-to-use-this-hub/brazil-immigration-process-explained-step-by-step-section-02-how-to-use-this-hub-sunrise-itaimbezinho-canyon-aparados-brazil-bg-primary.webp,the sunrise landscape of Itaimbezinho canyon,the sunrise landscape of Itaimbezinho canyon.,Background image of the sunrise landscape of Itaimbezinho canyon for Brazil immigration and relocation planning.
process,/process/,Brazil Immigration Process Explained Step By Step,3,section-3-why-process-clarity-matters,Why Process Clarity Matters,a,assets/images/sections/process/section-03-why-process-clarity-matters,brazil-immigration-process-explained-step-by-step-section-03-why-process-clarity-matters-sunrise-meeting-waters-manaus-brazil-bg-primary.webp,/assets/images/sections/process/section-03-why-process-clarity-matters/brazil-immigration-process-explained-step-by-step-section-03-why-process-clarity-matters-sunrise-meeting-waters-manaus-brazil-bg-primary.webp,the sunrise landscape of Meeting of the Waters in Manaus,the sunrise landscape of Meeting of the Waters in Manaus.,Background image of the sunrise landscape of Meeting of the Waters in Manaus for Brazil immigration and relocation planning.
process,/process/,Brazil Immigration Process Explained Step By Step,4,section-4-what-these-pages-are-designed-to-do,What These Pages Are Designed To Do,a,assets/images/sections/process/section-04-what-these-pages-are-designed-to-do,brazil-immigration-process-explained-step-by-step-section-04-what-these-pages-are-designed-to-do-coastline-water-itacare-bahia-brazil-bg-primary.webp,/assets/images/sections/process/section-04-what-these-pages-are-designed-to-do/brazil-immigration-process-explained-step-by-step-section-04-what-these-pages-are-designed-to-do-coastline-water-itacare-bahia-brazil-bg-primary.webp,the wide coastline and water of Itacare coastline,the wide coastline and water of Itacare coastline.,Background image of the wide coastline and water of Itacare coastline for Brazil immigration and relocation planning.
process,/process/,Brazil Immigration Process Explained Step By Step,5,section-5-best-next-step,Best Next Step,a,assets/images/sections/process/section-05-best-next-step,brazil-immigration-process-explained-step-by-step-section-05-best-next-step-farol-barra-seafront-salvador-brazil-bg-primary.webp,/assets/images/sections/process/section-05-best-next-step/brazil-immigration-process-explained-step-by-step-section-05-best-next-step-farol-barra-seafront-salvador-brazil-bg-primary.webp,Farol da Barra and the seafront of Salvador,Farol da Barra and the seafront of Salvador.,Background image of Farol da Barra and the seafront of Salvador for Brazil immigration and relocation planning.
process,/process/aftercare/,Aftercare,1,section-1-overview,Overview,a,assets/images/sections/process/aftercare/section-01-overview,aftercare-section-01-overview-beachfront-orla-atalaia-aracaju-brazil-bg-primary.webp,/assets/images/sections/process/aftercare/section-01-overview/aftercare-section-01-overview-beachfront-orla-atalaia-aracaju-brazil-bg-primary.webp,the beachfront and sea of Orla de Atalaia in Aracaju,the beachfront and sea of Orla de Atalaia in Aracaju.,Background image of the beachfront and sea of Orla de Atalaia in Aracaju for Brazil immigration and relocation planning.
process,/process/aftercare/,Aftercare,2,section-2-transition,Transition,a,assets/images/sections/process/aftercare/section-02-transition,aftercare-section-02-transition-pajucara-waterfront-maceio-alagoas-brazil-bg-primary.webp,/assets/images/sections/process/aftercare/section-02-transition/aftercare-section-02-transition-pajucara-waterfront-maceio-alagoas-brazil-bg-primary.webp,the Pajucara waterfront in Maceio,the Pajucara waterfront in Maceio.,Background image of the Pajucara waterfront in Maceio for Brazil immigration and relocation planning.
process,/process/aftercare/,Aftercare,3,section-3-support,Support,a,assets/images/sections/process/aftercare/section-03-support,aftercare-section-03-support-miguel-milagres-alagoas-northeast-brazil-bg-primary.webp,/assets/images/sections/process/aftercare/section-03-support/aftercare-section-03-support-miguel-milagres-alagoas-northeast-brazil-bg-primary.webp,the coast of Sao Miguel dos Milagres,the coast of Sao Miguel dos Milagres.,Background image of the coast of Sao Miguel dos Milagres for Brazil immigration and relocation planning.
process,/process/aftercare/,Aftercare,4,section-4-guidance,Guidance,a,assets/images/sections/process/aftercare/section-04-guidance,aftercare-section-04-guidance-amazon-northern-aerial-relocation-brazil-bg-primary.webp,/assets/images/sections/process/aftercare/section-04-guidance/aftercare-section-04-guidance-amazon-northern-aerial-relocation-brazil-bg-primary.webp,Amazon river,Amazon river.,Background image of Amazon river for Brazil immigration and relocation planning.
process,/process/aftercare/,Aftercare,5,section-5-compliance,Compliance,a,assets/images/sections/process/aftercare/section-05-compliance,aftercare-section-05-compliance-civic-avenues-goiania-goias-brazil-bg-primary.webp,/assets/images/sections/process/aftercare/section-05-compliance/aftercare-section-05-compliance-civic-avenues-goiania-goias-brazil-bg-primary.webp,the civic center and avenues of Goiania,the civic center and avenues of Goiania.,Background image of the civic center and avenues of Goiania for Brazil immigration and relocation planning.
process,/process/aftercare/,Aftercare,6,section-6-next-steps,Next Steps,a,assets/images/sections/process/aftercare/section-06-next-steps,aftercare-section-06-next-steps-valleys-plateaus-chapada-diamantina-brazil-bg-primary.webp,/assets/images/sections/process/aftercare/section-06-next-steps/aftercare-section-06-next-steps-valleys-plateaus-chapada-diamantina-brazil-bg-primary.webp,the valleys and plateaus of Chapada Diamantina,the valleys and plateaus of Chapada Diamantina.,Background image of the valleys and plateaus of Chapada Diamantina for Brazil immigration and relocation planning.
process,/process/aftercare/,Aftercare,7,section-7-continuity,Continuity,a,assets/images/sections/process/aftercare/section-07-continuity,aftercare-section-07-continuity-sunrise-amazon-northern-aerial-brazil-bg-primary.webp,/assets/images/sections/process/aftercare/section-07-continuity/aftercare-section-07-continuity-sunrise-amazon-northern-aerial-brazil-bg-primary.webp,the sunrise landscape of Amazon river basin,the sunrise landscape of Amazon river basin.,Background image of the sunrise landscape of Amazon river basin for Brazil immigration and relocation planning.
process,/process/aftercare/,Aftercare,8,section-8-planning,Planning,a,assets/images/sections/process/aftercare/section-08-planning,aftercare-section-08-planning-meeting-negro-solimoes-near-brazil-bg-primary.webp,/assets/images/sections/process/aftercare/section-08-planning/aftercare-section-08-planning-meeting-negro-solimoes-near-brazil-bg-primary.webp,the meeting of the Rio Negro and Solimoes near Manaus,the meeting of the Rio Negro and Solimoes near Manaus.,Background image of the meeting of the Rio Negro and Solimoes near Manaus for Brazil immigration and relocation planning.
process,/process/aftercare/,Aftercare,9,section-9-stability,Stability,a,assets/images/sections/process/aftercare/section-09-stability,aftercare-section-09-stability-beaches-lighthouse-ilha-parana-brazil-bg-primary.webp,/assets/images/sections/process/aftercare/section-09-stability/aftercare-section-09-stability-beaches-lighthouse-ilha-parana-brazil-bg-primary.webp,the beaches and lighthouse of Ilha do Mel,the beaches and lighthouse of Ilha do Mel.,Background image of the beaches and lighthouse of Ilha do Mel for Brazil immigration and relocation planning.
process,/process/aftercare/,Aftercare,10,section-10-outcomes,Outcomes,a,assets/images/sections/process/aftercare/section-10-outcomes,aftercare-section-10-outcomes-rock-formations-parks-serra-brazil-bg-primary.webp,/assets/images/sections/process/aftercare/section-10-outcomes/aftercare-section-10-outcomes-rock-formations-parks-serra-brazil-bg-primary.webp,the rock formations and parks of Serra da Capivara,the rock formations and parks of Serra da Capivara.,Background image of the rock formations and parks of Serra da Capivara for Brazil immigration and relocation planning.
process,/process/alone/,Alone,1,section-1-overview,Overview,a,assets/images/sections/process/alone/section-01-overview,alone-section-01-overview-islands-waterways-anavilhanas-archipelago-brazil-bg-primary.webp,/assets/images/sections/process/alone/section-01-overview/alone-section-01-overview-islands-waterways-anavilhanas-archipelago-brazil-bg-primary.webp,the islands and waterways of Anavilhanas,the islands and waterways of Anavilhanas.,Background image of the islands and waterways of Anavilhanas for Brazil immigration and relocation planning.
process,/process/alone/,Alone,2,section-2-reality,Reality,a,assets/images/sections/process/alone/section-02-reality,alone-section-02-reality-waterfront-gardens-santos-paulo-brazil-bg-primary.webp,/assets/images/sections/process/alone/section-02-reality/alone-section-02-reality-waterfront-gardens-santos-paulo-brazil-bg-primary.webp,the waterfront and gardens of Santos,the waterfront and gardens of Santos.,Background image of the waterfront and gardens of Santos for Brazil immigration and relocation planning.
process,/process/alone/,Alone,3,section-3-challenges,Challenges,a,assets/images/sections/process/alone/section-03-challenges,alone-section-03-challenges-niteroi-contemporary-museum-over-brazil-bg-primary.webp,/assets/images/sections/process/alone/section-03-challenges/alone-section-03-challenges-niteroi-contemporary-museum-over-brazil-bg-primary.webp,the Niteroi Contemporary Art Museum over Guanabara Bay,the Niteroi Contemporary Art Museum over Guanabara Bay.,Background image of the Niteroi Contemporary Art Museum over Guanabara Bay for Brazil immigration and relocation planning.
process,/process/alone/,Alone,4,section-4-confusion,Confusion,a,assets/images/sections/process/alone/section-04-confusion,alone-section-04-confusion-botanical-garden-curitiba-parana-brazil-bg-primary.webp,/assets/images/sections/process/alone/section-04-confusion/alone-section-04-confusion-botanical-garden-curitiba-parana-brazil-bg-primary.webp,the Botanical Garden of Curitiba,the Botanical Garden of Curitiba.,Background image of the Botanical Garden of Curitiba for Brazil immigration and relocation planning.
process,/process/alone/,Alone,5,section-5-risks,Risks,a,assets/images/sections/process/alone/section-05-risks,alone-section-05-risks-museum-tomorrow-janeiro-port-brazil-bg-primary.webp,/assets/images/sections/process/alone/section-05-risks/alone-section-05-risks-museum-tomorrow-janeiro-port-brazil-bg-primary.webp,the Museum of Tomorrow in Rio de Janeiro,the Museum of Tomorrow in Rio de Janeiro.,Background image of the Museum of Tomorrow in Rio de Janeiro for Brazil immigration and relocation planning.
process,/process/alone/,Alone,6,section-6-limitations,Limitations,a,assets/images/sections/process/alone/section-06-limitations,alone-section-06-limitations-vitoria-bayfront-espirito-santo-brazil-bg-primary.webp,/assets/images/sections/process/alone/section-06-limitations/alone-section-06-limitations-vitoria-bayfront-espirito-santo-brazil-bg-primary.webp,Vitoria and the bayfront of Espirito Santo,Vitoria and the bayfront of Espirito Santo.,Background image of Vitoria and the bayfront of Espirito Santo for Brazil immigration and relocation planning.
process,/process/alone/,Alone,7,section-7-outcomes,Outcomes,a,assets/images/sections/process/alone/section-07-outcomes,alone-section-07-outcomes-coastline-water-ilhabela-paulo-brazil-bg-primary.webp,/assets/images/sections/process/alone/section-07-outcomes/alone-section-07-outcomes-coastline-water-ilhabela-paulo-brazil-bg-primary.webp,the wide coastline and water of Ilhabela coastline,the wide coastline and water of Ilhabela coastline.,Background image of the wide coastline and water of Ilhabela coastline for Brazil immigration and relocation planning.
process,/process/alone/,Alone,8,section-8-comparison,Comparison,a,assets/images/sections/process/alone/section-08-comparison,alone-section-08-comparison-shoreline-janeiro-skyline-sugarloaf-brazil-bg-primary.webp,/assets/images/sections/process/alone/section-08-comparison/alone-section-08-comparison-shoreline-janeiro-skyline-sugarloaf-brazil-bg-primary.webp,the shoreline of Rio de Janeiro skyline from Sugarloaf Mountain in warm evening light,the shoreline of Rio de Janeiro skyline from Sugarloaf Mountain in warm evening light.,Background image of the shoreline of Rio de Janeiro skyline from Sugarloaf Mountain in warm evening light for Brazil immigration and relocation planning.
process,/process/alone/,Alone,9,section-9-decision,Decision,a,assets/images/sections/process/alone/section-09-decision,alone-section-09-decision-trails-cliffs-ibitipoca-minas-brazil-bg-primary.webp,/assets/images/sections/process/alone/section-09-decision/alone-section-09-decision-trails-cliffs-ibitipoca-minas-brazil-bg-primary.webp,the trails and cliffs of Ibitipoca,the trails and cliffs of Ibitipoca.,Background image of the trails and cliffs of Ibitipoca for Brazil immigration and relocation planning.
process,/process/alone/,Alone,10,section-10-support,Support,a,assets/images/sections/process/alone/section-10-support,alone-section-10-support-janeiro-skyline-sugarloaf-guanabara-brazil-bg-primary.webp,/assets/images/sections/process/alone/section-10-support/alone-section-10-support-janeiro-skyline-sugarloaf-guanabara-brazil-bg-primary.webp,Rio de Janeiro,Rio de Janeiro.,Background image of Rio de Janeiro for Brazil immigration and relocation planning.
process,/process/approval/,Approval,1,section-1-overview,Overview,a,assets/images/sections/process/approval/section-01-overview,approval-section-01-overview-paraty-waterfront-janeiro-southeast-brazil-bg-primary.webp,/assets/images/sections/process/approval/section-01-overview/approval-section-01-overview-paraty-waterfront-janeiro-southeast-brazil-bg-primary.webp,Paraty,Paraty.,Background image of Paraty for Brazil immigration and relocation planning.
process,/process/approval/,Approval,2,section-2-authority,Authority,a,assets/images/sections/process/approval/section-02-authority,approval-section-02-authority-shoreline-alter-chao-warm-brazil-bg-primary.webp,/assets/images/sections/process/approval/section-02-authority/approval-section-02-authority-shoreline-alter-chao-warm-brazil-bg-primary.webp,the shoreline of Alter do Chao in warm evening light,the shoreline of Alter do Chao in warm evening light.,Background image of the shoreline of Alter do Chao in warm evening light for Brazil immigration and relocation planning.
process,/process/approval/,Approval,3,section-3-criteria,Criteria,a,assets/images/sections/process/approval/section-03-criteria,approval-section-03-criteria-coastline-water-janeiro-skyline-brazil-bg-primary.webp,/assets/images/sections/process/approval/section-03-criteria/approval-section-03-criteria-coastline-water-janeiro-skyline-brazil-bg-primary.webp,the wide coastline and water of Rio de Janeiro skyline from Sugarloaf Mountain,the wide coastline and water of Rio de Janeiro skyline from Sugarloaf Mountain.,Background image of the wide coastline and water of Rio de Janeiro skyline from Sugarloaf Mountain for Brazil immigration and relocation planning.
process,/process/approval/,Approval,4,section-4-review,Review,a,assets/images/sections/process/approval/section-04-review,approval-section-04-review-amazon-northern-aerial-relocation-brazil-bg-primary.webp,/assets/images/sections/process/approval/section-04-review/approval-section-04-review-amazon-northern-aerial-relocation-brazil-bg-primary.webp,Amazon river,Amazon river.,Background image of Amazon river for Brazil immigration and relocation planning.
process,/process/approval/,Approval,5,section-5-variability,Variability,a,assets/images/sections/process/approval/section-05-variability,approval-section-05-variability-pantanal-mato-grosso-central-brazil-bg-primary.webp,/assets/images/sections/process/approval/section-05-variability/approval-section-05-variability-pantanal-mato-grosso-central-brazil-bg-primary.webp,Pantanal,Pantanal.,Background image of Pantanal for Brazil immigration and relocation planning.
process,/process/approval/,Approval,6,section-6-timing,Timing,a,assets/images/sections/process/approval/section-06-timing,approval-section-06-timing-sunrise-negro-palace-manaus-brazil-bg-primary.webp,/assets/images/sections/process/approval/section-06-timing/approval-section-06-timing-sunrise-negro-palace-manaus-brazil-bg-primary.webp,the sunrise landscape of Rio Negro Palace in Manaus,the sunrise landscape of Rio Negro Palace in Manaus.,Background image of the sunrise landscape of Rio Negro Palace in Manaus for Brazil immigration and relocation planning.
process,/process/approval/,Approval,7,section-7-expectations,Expectations,a,assets/images/sections/process/approval/section-07-expectations,approval-section-07-expectations-sunrise-amazonas-manaus-northern-brazil-bg-primary.webp,/assets/images/sections/process/approval/section-07-expectations/approval-section-07-expectations-sunrise-amazonas-manaus-northern-brazil-bg-primary.webp,the sunrise landscape of Teatro Amazonas in Manaus,the sunrise landscape of Teatro Amazonas in Manaus.,Background image of the sunrise landscape of Teatro Amazonas in Manaus for Brazil immigration and relocation planning.
process,/process/approval/,Approval,8,section-8-factors,Factors,a,assets/images/sections/process/approval/section-08-factors,approval-section-08-factors-indigenous-nations-campo-grande-brazil-bg-primary.webp,/assets/images/sections/process/approval/section-08-factors/approval-section-08-factors-indigenous-nations-campo-grande-brazil-bg-primary.webp,the Park of Indigenous Nations in Campo Grande,the Park of Indigenous Nations in Campo Grande.,Background image of the Park of Indigenous Nations in Campo Grande for Brazil immigration and relocation planning.
process,/process/approval/,Approval,9,section-9-outcomes,Outcomes,a,assets/images/sections/process/approval/section-09-outcomes,approval-section-09-outcomes-waterfront-skyline-aguas-emendadas-brazil-bg-primary.webp,/assets/images/sections/process/approval/section-09-outcomes/approval-section-09-outcomes-waterfront-skyline-aguas-emendadas-brazil-bg-primary.webp,the waterfront and skyline of Aguas Emendadas ecological station,the waterfront and skyline of Aguas Emendadas ecological station.,Background image of the waterfront and skyline of Aguas Emendadas ecological station for Brazil immigration and relocation planning.
process,/process/approval/,Approval,10,section-10-next-steps,Next Steps,a,assets/images/sections/process/approval/section-10-next-steps,approval-section-10-next-steps-madeira-riverfront-porto-velho-brazil-bg-primary.webp,/assets/images/sections/process/approval/section-10-next-steps/approval-section-10-next-steps-madeira-riverfront-porto-velho-brazil-bg-primary.webp,the Madeira riverfront in Porto Velho,the Madeira riverfront in Porto Velho.,Background image of the Madeira riverfront in Porto Velho for Brazil immigration and relocation planning.
process,/process/assessment/,Assessment,1,section-1-overview,Overview,a,assets/images/sections/process/assessment/section-01-overview,assessment-section-01-overview-buzios-peninsula-janeiro-beaches-brazil-bg-primary.webp,/assets/images/sections/process/assessment/section-01-overview/assessment-section-01-overview-buzios-peninsula-janeiro-beaches-brazil-bg-primary.webp,the Buzios peninsula on the coast of Rio de Janeiro state,the Buzios peninsula on the coast of Rio de Janeiro state.,Background image of the Buzios peninsula on the coast of Rio de Janeiro state for Brazil immigration and relocation planning.
process,/process/assessment/,Assessment,2,section-2-context,Context,a,assets/images/sections/process/assessment/section-02-context,assessment-section-02-context-facades-joao-minas-gerais-brazil-bg-primary.webp,/assets/images/sections/process/assessment/section-02-context/assessment-section-02-context-facades-joao-minas-gerais-brazil-bg-primary.webp,the heritage facades of Sao Joao del Rei,the heritage facades of Sao Joao del Rei.,Background image of the heritage facades of Sao Joao del Rei for Brazil immigration and relocation planning.
process,/process/assessment/,Assessment,3,section-3-factors,Factors,a,assets/images/sections/process/assessment/section-03-factors,assessment-section-03-factors-district-recife-antigo-pernambuco-brazil-bg-primary.webp,/assets/images/sections/process/assessment/section-03-factors/assessment-section-03-factors-district-recife-antigo-pernambuco-brazil-bg-primary.webp,the historic district of Recife Antigo,the historic district of Recife Antigo.,Background image of the historic district of Recife Antigo for Brazil immigration and relocation planning.
process,/process/assessment/,Assessment,4,section-4-evaluation,Evaluation,a,assets/images/sections/process/assessment/section-04-evaluation,assessment-section-04-evaluation-shoreline-balneario-camboriu-skyline-brazil-bg-primary.webp,/assets/images/sections/process/assessment/section-04-evaluation/assessment-section-04-evaluation-shoreline-balneario-camboriu-skyline-brazil-bg-primary.webp,the shoreline of Balneario Camboriu skyline in warm evening light,the shoreline of Balneario Camboriu skyline in warm evening light.,Background image of the shoreline of Balneario Camboriu skyline in warm evening light for Brazil immigration and relocation planning.
process,/process/assessment/,Assessment,5,section-5-positioning,Positioning,a,assets/images/sections/process/assessment/section-05-positioning,assessment-section-05-positioning-natural-negro-palace-manaus-brazil-bg-primary.webp,/assets/images/sections/process/assessment/section-05-positioning/assessment-section-05-positioning-natural-negro-palace-manaus-brazil-bg-primary.webp,the wide natural landscape of Rio Negro Palace in Manaus,the wide natural landscape of Rio Negro Palace in Manaus.,Background image of the wide natural landscape of Rio Negro Palace in Manaus for Brazil immigration and relocation planning.
process,/process/assessment/,Assessment,6,section-6-risks,Risks,a,assets/images/sections/process/assessment/section-06-risks,assessment-section-06-risks-civic-avenues-goiania-goias-brazil-bg-primary.webp,/assets/images/sections/process/assessment/section-06-risks/assessment-section-06-risks-civic-avenues-goiania-goias-brazil-bg-primary.webp,the civic center and avenues of Goiania,the civic center and avenues of Goiania.,Background image of the civic center and avenues of Goiania for Brazil immigration and relocation planning.
process,/process/assessment/,Assessment,7,section-7-clarity,Clarity,a,assets/images/sections/process/assessment/section-07-clarity,assessment-section-07-clarity-botanical-garden-curitiba-parana-brazil-bg-primary.webp,/assets/images/sections/process/assessment/section-07-clarity/assessment-section-07-clarity-botanical-garden-curitiba-parana-brazil-bg-primary.webp,the Botanical Garden of Curitiba,the Botanical Garden of Curitiba.,Background image of the Botanical Garden of Curitiba for Brazil immigration and relocation planning.
process,/process/assessment/,Assessment,8,section-8-findings,Findings,a,assets/images/sections/process/assessment/section-08-findings,assessment-section-08-findings-peso-market-belem-waterfront-brazil-bg-primary.webp,/assets/images/sections/process/assessment/section-08-findings/assessment-section-08-findings-peso-market-belem-waterfront-brazil-bg-primary.webp,the Ver-o-Peso market on the Belem waterfront,the Ver-o-Peso market on the Belem waterfront.,Background image of the Ver-o-Peso market on the Belem waterfront for Brazil immigration and relocation planning.
process,/process/assessment/,Assessment,9,section-9-direction,Direction,a,assets/images/sections/process/assessment/section-09-direction,assessment-section-09-direction-paulo-skyline-avenida-paulista-brazil-bg-primary.webp,/assets/images/sections/process/assessment/section-09-direction/assessment-section-09-direction-paulo-skyline-avenida-paulista-brazil-bg-primary.webp,Sao Paulo,Sao Paulo.,Background image of Sao Paulo for Brazil immigration and relocation planning.
process,/process/assessment/,Assessment,10,section-10-outcomes,Outcomes,a,assets/images/sections/process/assessment/section-10-outcomes,assessment-section-10-outcomes-shoreline-santos-waterfront-warm-brazil-bg-primary.webp,/assets/images/sections/process/assessment/section-10-outcomes/assessment-section-10-outcomes-shoreline-santos-waterfront-warm-brazil-bg-primary.webp,the shoreline of Santos waterfront in warm evening light,the shoreline of Santos waterfront in warm evening light.,Background image of the shoreline of Santos waterfront in warm evening light for Brazil immigration and relocation planning.
process,/process/compliance/,Compliance,1,section-1-overview,Overview,a,assets/images/sections/process/compliance/section-01-overview,compliance-section-01-overview-streets-facades-pirenopolis-goias-brazil-bg-primary.webp,/assets/images/sections/process/compliance/section-01-overview/compliance-section-01-overview-streets-facades-pirenopolis-goias-brazil-bg-primary.webp,the historic streets and facades of Historic center of Pirenopolis,the historic streets and facades of Historic center of Pirenopolis.,Background image of the historic streets and facades of Historic center of Pirenopolis for Brazil immigration and relocation planning.
process,/process/compliance/,Compliance,2,section-2-alignment,Alignment,a,assets/images/sections/process/compliance/section-02-alignment,compliance-section-02-alignment-coastline-water-ilhabela-paulo-brazil-bg-primary.webp,/assets/images/sections/process/compliance/section-02-alignment/compliance-section-02-alignment-coastline-water-ilhabela-paulo-brazil-bg-primary.webp,the wide coastline and water of Ilhabela coastline,the wide coastline and water of Ilhabela coastline.,Background image of the wide coastline and water of Ilhabela coastline for Brazil immigration and relocation planning.
